Sample	Population	Source	Haplotype	Sample_hap	x1	x2
HG03908	Bengali	1000G	0	HG03908_H1	31.017334410101782	-16.13632440646085
HG03908	Bengali	1000G	1	HG03908_H2	31.213399998353253	-15.11733579550204
HG03910	Bengali	1000G	0	HG03910_H1	33.31639258169837	-14.156926377814338
HG03910	Bengali	1000G	1	HG03910_H2	32.55524488938985	-11.580615175564802
HG03911	Bengali	1000G	0	HG03911_H1	32.07372306766725	-17.111666271651572
HG03911	Bengali	1000G	1	HG03911_H2	31.18493536673069	-16.67167491919266
HG03913	Bengali	1000G	0	HG03913_H1	32.66393451095833	-14.538731651367206
HG03913	Bengali	1000G	1	HG03913_H2	32.82577416658286	-14.202623178548151
HG03914	Bengali	1000G	0	HG03914_H1	32.05968174537093	-12.998018564644495
HG03914	Bengali	1000G	1	HG03914_H2	32.392398333072855	-14.680098429030267
HG03916	Bengali	1000G	0	HG03916_H1	32.7366834443141	-10.617769548985136
HG03916	Bengali	1000G	1	HG03916_H2	32.704335430659214	-12.10943139381175
HG03917	Bengali	1000G	0	HG03917_H1	32.08988700455884	-11.315755635102889
HG03917	Bengali	1000G	1	HG03917_H2	31.375565016266812	-13.385749159383668
HG03920	Bengali	1000G	0	HG03920_H1	32.63268906320612	-13.593139750415174
HG03920	Bengali	1000G	1	HG03920_H2	31.99705453346362	-15.176869920312907
HG03922	Bengali	1000G	0	HG03922_H1	32.81391066247806	-12.090369636323313
HG03922	Bengali	1000G	1	HG03922_H2	31.866648083849732	-12.408546438093794
HG03928	Bengali	1000G	0	HG03928_H1	30.919538995816673	-15.205843759155286
HG03928	Bengali	1000G	1	HG03928_H2	32.294721914308155	-11.988767541209949
HG03931	Bengali	1000G	0	HG03931_H1	33.24649915966608	-11.103759599153427
HG03931	Bengali	1000G	1	HG03931_H2	31.924013964964075	-11.658744113208996
HG03934	Bengali	1000G	0	HG03934_H1	32.4152400081175	-13.07853131400381
HG03934	Bengali	1000G	1	HG03934_H2	31.49865247906674	-14.018761672114566
HG03937	Bengali	1000G	0	HG03937_H1	32.56144579328842	-13.33951358213718
HG03937	Bengali	1000G	1	HG03937_H2	32.24643963402199	-13.879686851363463
HG03943	Sri Lankan	1000G	0	HG03943_H1	31.016147520280384	-21.573249173437183
HG03943	Sri Lankan	1000G	1	HG03943_H2	30.541747658876815	-22.610943759254653
HG03944	Sri Lankan	1000G	0	HG03944_H1	28.60468586017462	-22.63820268307416
HG03944	Sri Lankan	1000G	1	HG03944_H2	29.211275550879762	-23.31330833906593
HG03945	Sri Lankan	1000G	0	HG03945_H1	27.745193578704047	-25.044229733640485
HG03945	Sri Lankan	1000G	1	HG03945_H2	30.804051382074213	-21.362696623500327
HG03947	Sri Lankan	1000G	0	HG03947_H1	29.64129484467344	-19.776584097286666
HG03947	Sri Lankan	1000G	1	HG03947_H2	29.24488054213191	-19.653133264318566
HG03949	Sri Lankan	1000G	0	HG03949_H1	29.5044113046065	-22.457297468109097
HG03949	Sri Lankan	1000G	1	HG03949_H2	29.91574599770994	-22.004118327158178
HG03950	Sri Lankan	1000G	0	HG03950_H1	29.09896572851246	-21.04920337325997
HG03950	Sri Lankan	1000G	1	HG03950_H2	30.777973315190835	-20.56722499389271
HG03951	Sri Lankan	1000G	0	HG03951_H1	28.812003540724227	-21.69053575943343
HG03951	Sri Lankan	1000G	1	HG03951_H2	29.11115925018496	-24.54798316807008
HG03955	Sri Lankan	1000G	0	HG03955_H1	29.81626831817738	-23.25790724425244
HG03955	Sri Lankan	1000G	1	HG03955_H2	29.02155323157953	-22.242384400245694
HG03960	Indian Telugu	1000G	0	HG03960_H1	30.041841691786495	-20.16309419217142
HG03960	Indian Telugu	1000G	1	HG03960_H2	29.974695712257244	-22.178913168678584
HG03963	Indian Telugu	1000G	0	HG03963_H1	30.48357929455026	-20.375571074835307
HG03963	Indian Telugu	1000G	1	HG03963_H2	30.03842101627788	-20.5704231969072
HG03965	Indian Telugu	1000G	0	HG03965_H1	30.412805448723844	-19.17064686853342
HG03965	Indian Telugu	1000G	1	HG03965_H2	30.4505473558553	-16.635098621010314
HG03967	Indian Telugu	1000G	0	HG03967_H1	30.82498795224604	-23.96033932024052
HG03967	Indian Telugu	1000G	1	HG03967_H2	29.220825825314975	-26.346182765671987
HG03968	Indian Telugu	1000G	0	HG03968_H1	29.960248146269578	-24.253711239843394
HG03968	Indian Telugu	1000G	1	HG03968_H2	29.12913971604346	-24.321808469732247
HG03969	Indian Telugu	1000G	0	HG03969_H1	29.54836407276772	-23.948949234749705
HG03969	Indian Telugu	1000G	1	HG03969_H2	29.803146132587912	-24.89028478293992
HG03971	Indian Telugu	1000G	0	HG03971_H1	29.651750181890264	-24.326148317470032
HG03971	Indian Telugu	1000G	1	HG03971_H2	29.29818923018457	-24.29847624548933
HG03973	Indian Telugu	1000G	0	HG03973_H1	28.832797837587222	-24.79663023316126
HG03973	Indian Telugu	1000G	1	HG03973_H2	30.088480682870127	-24.499390614002962
HG03974	Indian Telugu	1000G	0	HG03974_H1	29.2028340825483	-23.72103031063275
HG03974	Indian Telugu	1000G	1	HG03974_H2	29.761648964488195	-23.807077153653744
HG03976	Indian Telugu	1000G	0	HG03976_H1	30.131107970349028	-21.74175139552188
HG03976	Indian Telugu	1000G	1	HG03976_H2	29.565848460895438	-22.863646083368067
HG03977	Indian Telugu	1000G	0	HG03977_H1	30.433280266564147	-16.25442300556509
HG03977	Indian Telugu	1000G	1	HG03977_H2	30.998921044271533	-13.253343490305575
HG03978	Indian Telugu	1000G	0	HG03978_H1	31.25294456868197	-20.646932066213402
HG03978	Indian Telugu	1000G	1	HG03978_H2	29.842534373323026	-15.9664038309767
HG03985	Sri Lankan	1000G	0	HG03985_H1	29.349422639591722	-18.519197721120232
HG03985	Sri Lankan	1000G	1	HG03985_H2	30.285945665972484	-17.666085485731802
HG03986	Sri Lankan	1000G	0	HG03986_H1	29.51224623027059	-24.34874866724096
HG03986	Sri Lankan	1000G	1	HG03986_H2	29.470570008675395	-21.516504061722095
HG03989	Sri Lankan	1000G	0	HG03989_H1	29.96421802906545	-20.141841502083317
HG03989	Sri Lankan	1000G	1	HG03989_H2	30.140430410492797	-23.79753067941724
HG03990	Sri Lankan	1000G	0	HG03990_H1	29.71347328309252	-21.7943645298917
HG03990	Sri Lankan	1000G	1	HG03990_H2	28.99367101786826	-18.432003176985457
HG03991	Sri Lankan	1000G	0	HG03991_H1	29.46961311421161	-23.404335658738862
HG03991	Sri Lankan	1000G	1	HG03991_H2	29.890942641844212	-21.022223659412198
HG03995	Sri Lankan	1000G	0	HG03995_H1	29.75851824729112	-19.496324462871712
HG03995	Sri Lankan	1000G	1	HG03995_H2	29.763927477018314	-22.105831692072826
HG03998	Sri Lankan	1000G	0	HG03998_H1	28.951308529477423	-22.36899235544879
HG03998	Sri Lankan	1000G	1	HG03998_H2	29.69168567397101	-22.057715383730777
HG03999	Sri Lankan	1000G	0	HG03999_H1	29.87171792091562	-20.207071507744892
HG03999	Sri Lankan	1000G	1	HG03999_H2	30.461865998660272	-20.74349619642954
HG04001	Indian Telugu	1000G	0	HG04001_H1	30.620554003264743	-21.293208975728138
HG04001	Indian Telugu	1000G	1	HG04001_H2	30.869065221583035	-21.113097901962284
HG04002	Indian Telugu	1000G	0	HG04002_H1	28.50418869166252	-23.217542082972734
HG04002	Indian Telugu	1000G	1	HG04002_H2	30.886449541827687	-21.81228067261029
HG04003	Sri Lankan	1000G	0	HG04003_H1	30.603401617996624	-28.70247956241486
HG04003	Sri Lankan	1000G	1	HG04003_H2	29.82597378642796	-28.73459938355588
HG04006	Sri Lankan	1000G	0	HG04006_H1	30.68448495815334	-17.347302149745712
HG04006	Sri Lankan	1000G	1	HG04006_H2	29.25607268820157	-18.54276706469208
HG04014	Indian Telugu	1000G	0	HG04014_H1	30.779316660836272	-17.781689110173204
HG04014	Indian Telugu	1000G	1	HG04014_H2	30.59439703409567	-18.241298324492284
HG04015	Indian Telugu	1000G	0	HG04015_H1	29.375844363963985	-23.21976658007795
HG04015	Indian Telugu	1000G	1	HG04015_H2	30.62808595354054	-21.024963808870393
HG04017	Indian Telugu	1000G	0	HG04017_H1	31.150471764252906	-22.887761157959453
HG04017	Indian Telugu	1000G	1	HG04017_H2	29.53277365086658	-21.423457833618997
HG04018	Indian Telugu	1000G	0	HG04018_H1	29.11527671430332	-25.52656476379139
HG04018	Indian Telugu	1000G	1	HG04018_H2	28.43778955827746	-25.986161051390646
HG04019	Indian Telugu	1000G	0	HG04019_H1	29.046740019583034	-23.640629332939685
HG04019	Indian Telugu	1000G	1	HG04019_H2	30.43859082788935	-25.185231847287316
HG04020	Indian Telugu	1000G	0	HG04020_H1	29.630979927949404	-23.885123219734897
HG04020	Indian Telugu	1000G	1	HG04020_H2	30.013442440969392	-24.55313475188704
HG04022	Indian Telugu	1000G	0	HG04022_H1	28.50616967096061	-23.347495326771952
HG04022	Indian Telugu	1000G	1	HG04022_H2	30.061842342314655	-22.622433907472907
HG04023	Indian Telugu	1000G	0	HG04023_H1	30.434994085976214	-18.448595860649256
HG04023	Indian Telugu	1000G	1	HG04023_H2	31.69309811907886	-20.56897390728164
HG04025	Indian Telugu	1000G	0	HG04025_H1	30.867227421987593	-21.298235125534447
HG04025	Indian Telugu	1000G	1	HG04025_H2	29.6020025136281	-21.221145262328484
HG04029	Sri Lankan	1000G	0	HG04029_H1	29.799698272560725	-22.939821352199576
HG04029	Sri Lankan	1000G	1	HG04029_H2	29.0526821322147	-21.40523257380952
HG04033	Sri Lankan	1000G	0	HG04033_H1	30.299852152056218	-21.327654047035455
HG04033	Sri Lankan	1000G	1	HG04033_H2	29.499524738582785	-18.90137274943374
HG04035	Sri Lankan	1000G	0	HG04035_H1	29.08656588785926	-22.254861267695787
HG04035	Sri Lankan	1000G	1	HG04035_H2	29.42928245822562	-22.921082947954616
HG04038	Sri Lankan	1000G	0	HG04038_H1	29.90984170233633	-21.307683495462534
HG04038	Sri Lankan	1000G	1	HG04038_H2	29.70366992726649	-19.245399613559695
HG04039	Sri Lankan	1000G	0	HG04039_H1	29.60905218298972	-19.880249537367206
HG04039	Sri Lankan	1000G	1	HG04039_H2	30.19016407167092	-19.92327854072122
HG04042	Sri Lankan	1000G	0	HG04042_H1	29.476744409176767	-21.811772568488532
HG04042	Sri Lankan	1000G	1	HG04042_H2	30.611280756821472	-22.496898203031858
HG04047	Sri Lankan	1000G	0	HG04047_H1	29.290967085639302	-20.09980862251387
HG04047	Sri Lankan	1000G	1	HG04047_H2	29.625839594725917	-20.423945957994782
HG04054	Indian Telugu	1000G	0	HG04054_H1	30.65570105473485	-20.76948036819859
HG04054	Indian Telugu	1000G	1	HG04054_H2	31.12630270182227	-20.1506194553329
HG04056	Indian Telugu	1000G	0	HG04056_H1	30.993069492045635	-23.902448730093756
HG04056	Indian Telugu	1000G	1	HG04056_H2	30.13858680581798	-21.701281939774905
HG04059	Indian Telugu	1000G	0	HG04059_H1	29.675247368593553	-25.24872645890686
HG04059	Indian Telugu	1000G	1	HG04059_H2	28.920327481514576	-25.034228390561523
HG04060	Indian Telugu	1000G	0	HG04060_H1	29.22996129564767	-29.712733566993528
HG04060	Indian Telugu	1000G	1	HG04060_H2	30.15990812193096	-28.06783152240356
HG04061	Indian Telugu	1000G	0	HG04061_H1	29.924791268264492	-16.0943416249021
HG04061	Indian Telugu	1000G	1	HG04061_H2	30.36026919144566	-14.032112516253308
HG04062	Indian Telugu	1000G	0	HG04062_H1	30.809889707236458	-16.346025623207467
HG04062	Indian Telugu	1000G	1	HG04062_H2	28.913397100906927	-17.16264520413626
HG04063	Indian Telugu	1000G	0	HG04063_H1	29.713584485474627	-20.82728854138777
HG04063	Indian Telugu	1000G	1	HG04063_H2	30.744508164092807	-20.090398607659754
HG04070	Indian Telugu	1000G	0	HG04070_H1	30.93003737747047	-22.424573749490158
HG04070	Indian Telugu	1000G	1	HG04070_H2	30.06266653769969	-21.957138437944742
HG04075	Sri Lankan	1000G	0	HG04075_H1	29.505614417106322	-22.6708899533326
HG04075	Sri Lankan	1000G	1	HG04075_H2	31.20422488713404	-21.416524160207214
HG04076	Indian Telugu	1000G	0	HG04076_H1	30.29658476995791	-21.53947762964892
HG04076	Indian Telugu	1000G	1	HG04076_H2	29.34699064934687	-22.73002327008937
HG04080	Indian Telugu	1000G	0	HG04080_H1	29.460089528931306	-28.873592352046472
HG04080	Indian Telugu	1000G	1	HG04080_H2	29.568459875688184	-26.9156248580392
HG04090	Indian Telugu	1000G	0	HG04090_H1	30.917856836618782	-24.57316892739739
HG04090	Indian Telugu	1000G	1	HG04090_H2	29.947452041278673	-23.242792995919107
HG04093	Indian Telugu	1000G	0	HG04093_H1	29.763086518883547	-24.284953541040878
HG04093	Indian Telugu	1000G	1	HG04093_H2	29.43552234974517	-24.150085688537416
HG04094	Indian Telugu	1000G	0	HG04094_H1	30.096191490180978	-21.63740427280395
HG04094	Indian Telugu	1000G	1	HG04094_H2	30.367135186370227	-21.597099291037328
HG04096	Indian Telugu	1000G	0	HG04096_H1	30.623803391840603	-21.70841259195771
HG04096	Indian Telugu	1000G	1	HG04096_H2	30.934089677720685	-21.337198487719817
HG04098	Indian Telugu	1000G	0	HG04098_H1	29.276474199177926	-23.35760986676711
HG04098	Indian Telugu	1000G	1	HG04098_H2	30.26279895425533	-22.035074871145646
HG04106	Sri Lankan	1000G	0	HG04106_H1	29.318723366857903	-24.144985436543116
HG04106	Sri Lankan	1000G	1	HG04106_H2	30.173221783672048	-21.699258827587023
HG04107	Sri Lankan	1000G	0	HG04107_H1	29.70983260928969	-22.75867508102771
HG04107	Sri Lankan	1000G	1	HG04107_H2	29.182440880897424	-22.204968761269882
HG04118	Indian Telugu	1000G	0	HG04118_H1	29.329763568204797	-24.87770576518418
HG04118	Indian Telugu	1000G	1	HG04118_H2	30.013738911364463	-21.542873393867346
HG04131	Bengali	1000G	0	HG04131_H1	32.30827552997831	-11.842221311270944
HG04131	Bengali	1000G	1	HG04131_H2	31.807848618315234	-13.869538402238208
HG04134	Bengali	1000G	0	HG04134_H1	31.230614462117273	-13.198480391719054
HG04134	Bengali	1000G	1	HG04134_H2	33.20291305109822	-13.79293485669029
HG04140	Bengali	1000G	0	HG04140_H1	33.19847771663787	-9.260300692267716
HG04140	Bengali	1000G	1	HG04140_H2	33.61602899079353	-9.125477117035686
HG04141	Bengali	1000G	0	HG04141_H1	31.961802117589265	-12.185270323620664
HG04141	Bengali	1000G	1	HG04141_H2	34.312465049830436	-13.284898987999458
HG04144	Bengali	1000G	0	HG04144_H1	32.33701984799487	-18.47912328432582
HG04144	Bengali	1000G	1	HG04144_H2	30.28184521715508	-20.74362385543467
HG04146	Bengali	1000G	0	HG04146_H1	30.82359984224839	-11.835415894274314
HG04146	Bengali	1000G	1	HG04146_H2	32.62823879849075	-12.700791865621168
HG04152	Bengali	1000G	0	HG04152_H1	31.993360475497816	-13.360395311919241
HG04152	Bengali	1000G	1	HG04152_H2	33.400306749612746	-12.278668661785497
HG04153	Bengali	1000G	0	HG04153_H1	31.615567806908366	-13.260179959058927
HG04153	Bengali	1000G	1	HG04153_H2	31.62976394425084	-14.856450652761358
HG04161	Bengali	1000G	0	HG04161_H1	32.1430285021925	-10.137832815608858
HG04161	Bengali	1000G	1	HG04161_H2	33.369694231715144	-10.339999383115137
HG04162	Bengali	1000G	0	HG04162_H1	33.17018534825627	-10.271094359986424
HG04162	Bengali	1000G	1	HG04162_H2	33.62808895038126	-8.435440986049382
HG04164	Bengali	1000G	0	HG04164_H1	31.8308588363601	-14.577156897860995
HG04164	Bengali	1000G	1	HG04164_H2	30.394766002350188	-13.907851084775421
HG04171	Bengali	1000G	0	HG04171_H1	31.623133242493267	-12.747644490325213
HG04171	Bengali	1000G	1	HG04171_H2	31.640054677600475	-14.21963019245895
HG04173	Bengali	1000G	0	HG04173_H1	31.437187370355964	-13.135045419561713
HG04173	Bengali	1000G	1	HG04173_H2	31.45930096898593	-12.897719989609628
HG04176	Bengali	1000G	0	HG04176_H1	31.464313777368716	-13.168687017493134
HG04176	Bengali	1000G	1	HG04176_H2	32.509198359848114	-13.606305354572708
HG04177	Bengali	1000G	0	HG04177_H1	33.32801595980008	-13.862248510197277
HG04177	Bengali	1000G	1	HG04177_H2	32.42723111053234	-13.13405666557347
HG04180	Bengali	1000G	0	HG04180_H1	32.440969126171396	-13.172124644978853
HG04180	Bengali	1000G	1	HG04180_H2	31.822342009757186	-16.637746466776136
HG04188	Bengali	1000G	0	HG04188_H1	33.58316495257074	-12.451754958798686
HG04188	Bengali	1000G	1	HG04188_H2	32.37518376958422	-12.539337840579405
HG04189	Bengali	1000G	0	HG04189_H1	32.38824991847617	-14.42061934959406
HG04189	Bengali	1000G	1	HG04189_H2	30.682457025378547	-12.552974313257096
HG04194	Bengali	1000G	0	HG04194_H1	32.349722957884985	-15.145080115547582
HG04194	Bengali	1000G	1	HG04194_H2	30.99435447491048	-16.242375785575412
HG04195	Bengali	1000G	0	HG04195_H1	32.85422079143697	-11.469361962403488
HG04195	Bengali	1000G	1	HG04195_H2	33.569472144488216	-13.014329848868037
HG04198	Indian Telugu	1000G	0	HG04198_H1	28.89163701087815	-25.778335490311047
HG04198	Indian Telugu	1000G	1	HG04198_H2	30.106940195022972	-24.831200010747487
HG04200	Indian Telugu	1000G	0	HG04200_H1	28.9142068044129	-24.407494299173997
HG04200	Indian Telugu	1000G	1	HG04200_H2	29.580834082258058	-25.888471548386853
HG04206	Indian Telugu	1000G	0	HG04206_H1	27.95854362364841	-25.808648401815383
HG04206	Indian Telugu	1000G	1	HG04206_H2	28.61144868934312	-25.691994595057103
HG04209	Indian Telugu	1000G	0	HG04209_H1	29.47810233340455	-22.137870892146637
HG04209	Indian Telugu	1000G	1	HG04209_H2	28.119206242083592	-23.754576963580472
HG04210	Sri Lankan	1000G	0	HG04210_H1	30.207757128819175	-20.09206623489422
HG04210	Sri Lankan	1000G	1	HG04210_H2	29.912157242207712	-20.87624001751839
HG04211	Indian Telugu	1000G	0	HG04211_H1	29.577363761914036	-26.921837297626684
HG04211	Indian Telugu	1000G	1	HG04211_H2	28.99138408172483	-27.02621659063938
HG04212	Indian Telugu	1000G	0	HG04212_H1	29.788371690832165	-26.87808225913027
HG04212	Indian Telugu	1000G	1	HG04212_H2	29.35705998985985	-24.450830281561764
HG04214	Indian Telugu	1000G	0	HG04214_H1	30.148047093774196	-26.44895157025954
HG04214	Indian Telugu	1000G	1	HG04214_H2	28.748802429678612	-28.63370525872371
HG04216	Indian Telugu	1000G	0	HG04216_H1	29.718614306272286	-22.76274584665759
HG04216	Indian Telugu	1000G	1	HG04216_H2	29.871517868068977	-21.11171178626568
HG04219	Indian Telugu	1000G	0	HG04219_H1	28.366974075769505	-24.287603514734688
HG04219	Indian Telugu	1000G	1	HG04219_H2	28.995677246903476	-23.78900856762511
HG04222	Indian Telugu	1000G	0	HG04222_H1	28.684922212965084	-19.72930867197942
HG04222	Indian Telugu	1000G	1	HG04222_H2	30.128806727420347	-22.21826731379307
HG04225	Indian Telugu	1000G	0	HG04225_H1	28.598750482599	-25.265684795056973
HG04225	Indian Telugu	1000G	1	HG04225_H2	30.497522923208905	-26.36781700368288
HG04235	Indian Telugu	1000G	0	HG04235_H1	29.146637002735915	-23.376900484993623
HG04235	Indian Telugu	1000G	1	HG04235_H2	29.92042897537732	-21.46615204835601
HG04238	Indian Telugu	1000G	0	HG04238_H1	30.237265153709465	-20.903799693256566
HG04238	Indian Telugu	1000G	1	HG04238_H2	30.916602704881328	-21.844739727114487
NA18486	Yoruba	1000G	0	NA18486_H1	-111.61124374640639	8.848728468869975
NA18486	Yoruba	1000G	1	NA18486_H2	-112.77809445957084	11.293781944341585
NA18488	Yoruba	1000G	0	NA18488_H1	-110.42251516518246	9.801732318384328
NA18488	Yoruba	1000G	1	NA18488_H2	-113.65671786226679	10.090874955391275
NA18489	Yoruba	1000G	0	NA18489_H1	-112.07514675818624	12.08427603564029
NA18489	Yoruba	1000G	1	NA18489_H2	-111.32190587122756	10.098861156352694
NA18498	Yoruba	1000G	0	NA18498_H1	-112.22681121993278	9.853164108501272
NA18498	Yoruba	1000G	1	NA18498_H2	-112.4454317721115	9.834268260475024
NA18501	Yoruba	1000G	0	NA18501_H1	-113.73994465967183	10.795634268096347
NA18501	Yoruba	1000G	1	NA18501_H2	-111.95449599479241	10.100719819557622
NA18502	Yoruba	1000G	0	NA18502_H1	-112.61656510208127	10.561312105088458
NA18502	Yoruba	1000G	1	NA18502_H2	-113.45273170667986	9.767559353904833
NA18504	Yoruba	1000G	0	NA18504_H1	-112.31575457321941	11.637814020319642
NA18504	Yoruba	1000G	1	NA18504_H2	-113.74415753128375	10.723644550347512
NA18507	Yoruba	1000G	0	NA18507_H1	-112.52429446269804	11.013996535741665
NA18507	Yoruba	1000G	1	NA18507_H2	-113.7164740935846	10.241752422993809
NA18510	Yoruba	1000G	0	NA18510_H1	-112.61906261407884	10.046596080271176
NA18510	Yoruba	1000G	1	NA18510_H2	-112.63169073288657	10.565843993387968
NA18511	Yoruba	1000G	0	NA18511_H1	-111.0691237973677	9.268882789596073
NA18511	Yoruba	1000G	1	NA18511_H2	-111.88133902498643	10.975423755634903
NA18516	Yoruba	1000G	0	NA18516_H1	-113.71663971178313	11.283150169553142
NA18516	Yoruba	1000G	1	NA18516_H2	-113.0677560053642	10.318246515807044
NA18517	Yoruba	1000G	0	NA18517_H1	-110.35841084112764	9.753821798173963
NA18517	Yoruba	1000G	1	NA18517_H2	-111.26703467072812	9.656701697235722
NA18519	Yoruba	1000G	0	NA18519_H1	-111.94098120255956	10.117119181250263
NA18519	Yoruba	1000G	1	NA18519_H2	-113.05095146768667	9.218836569569337
NA18520	Yoruba	1000G	0	NA18520_H1	-112.12714969228776	9.081510119272483
NA18520	Yoruba	1000G	1	NA18520_H2	-112.08355670378069	10.469082435751059
NA18523	Yoruba	1000G	0	NA18523_H1	-112.30128160425582	10.561873388984278
NA18523	Yoruba	1000G	1	NA18523_H2	-111.44277159520371	10.623133298934466
NA18525	Han Chinese	1000G	0	NA18525_H1	47.683225762909935	66.6686429840664
NA18525	Han Chinese	1000G	1	NA18525_H2	48.55128688117349	67.1995244962925
NA18526	Han Chinese	1000G	0	NA18526_H1	47.6018994121055	68.82931278706978
NA18526	Han Chinese	1000G	1	NA18526_H2	48.239407333862594	68.06122737992062
NA18528	Han Chinese	1000G	0	NA18528_H1	46.942936133285876	64.06795202973503
NA18528	Han Chinese	1000G	1	NA18528_H2	45.9846429764055	65.24480892706394
NA18530	Han Chinese	1000G	0	NA18530_H1	47.55949934308932	66.02814527267525
NA18530	Han Chinese	1000G	1	NA18530_H2	47.85920333793576	65.03359569961252
NA18531	Han Chinese	1000G	0	NA18531_H1	48.38840725362957	63.63433600505449
NA18531	Han Chinese	1000G	1	NA18531_H2	47.59685053627417	65.24899642547891
NA18532	Han Chinese	1000G	0	NA18532_H1	47.36860984502464	67.65867616930237
